year,month,month_num,race,gender,age_group,education_level,industry,labor_force_thousands,employed_thousands,unemployed_thousands,unemployment_rate
2023,July,7,Black,Female,55+,High School,Retail,641,600,41,6.4
2023,July,7,Black,Female,55+,Some College,Healthcare,519,504,15,2.9
2023,July,7,Black,Female,55+,Some College,Finance,537,519,18,3.5
2023,July,7,Black,Female,55+,Some College,Technology,541,528,13,2.5
2023,July,7,Black,Female,55+,Some College,Education,530,512,18,3.4
2023,July,7,Black,Female,55+,Some College,Retail,513,488,25,5.0
2023,July,7,Black,Female,55+,Bachelor's+,Healthcare,616,605,11,1.8
2023,July,7,Black,Female,55+,Bachelor's+,Finance,651,640,11,1.7
2023,July,7,Black,Female,55+,Bachelor's+,Technology,643,634,9,1.5
2023,July,7,Black,Female,55+,Bachelor's+,Education,647,636,11,1.8
2023,July,7,Black,Female,55+,Bachelor's+,Retail,620,604,16,2.6
2023,July,7,Asian,Male,20-24,Less than High School,Healthcare,96,88,8,8.4
2023,July,7,Asian,Male,20-24,Less than High School,Finance,93,85,8,9.4
2023,July,7,Asian,Male,20-24,Less than High School,Technology,96,90,6,7.2
2023,July,7,Asian,Male,20-24,Less than High School,Education,95,87,8,9.1
2023,July,7,Asian,Male,20-24,Less than High School,Retail,93,81,12,13.4
2023,July,7,Asian,Male,20-24,High School,Healthcare,192,182,10,5.7
2023,July,7,Asian,Male,20-24,High School,Finance,186,174,12,6.7
2023,July,7,Asian,Male,20-24,High School,Technology,186,177,9,5.1
2023,July,7,Asian,Male,20-24,High School,Education,188,177,11,6.3
2023,July,7,Asian,Male,20-24,High School,Retail,191,173,18,9.6
2023,July,7,Asian,Male,20-24,Some College,Healthcare,161,154,7,4.5
2023,July,7,Asian,Male,20-24,Some College,Finance,161,153,8,5.1
2023,July,7,Asian,Male,20-24,Some College,Technology,155,149,6,4.1
2023,July,7,Asian,Male,20-24,Some College,Education,158,151,7,5.0
2023,July,7,Asian,Male,20-24,Some College,Retail,152,141,11,7.6
2023,July,7,Asian,Male,20-24,Bachelor's+,Healthcare,183,179,4,2.6
2023,July,7,Asian,Male,20-24,Bachelor's+,Finance,187,182,5,2.7
2023,July,7,Asian,Male,20-24,Bachelor's+,Technology,190,186,4,2.4
2023,July,7,Asian,Male,20-24,Bachelor's+,Education,184,180,4,2.6
2023,July,7,Asian,Male,20-24,Bachelor's+,Retail,191,183,8,4.2
2023,July,7,Asian,Male,25-34,Less than High School,Healthcare,185,177,8,4.6
2023,July,7,Asian,Male,25-34,Less than High School,Finance,193,183,10,5.4
2023,July,7,Asian,Male,25-34,Less than High School,Technology,191,183,8,4.2
2023,July,7,Asian,Male,25-34,Less than High School,Education,183,175,8,4.7
2023,July,7,Asian,Male,25-34,Less than High School,Retail,185,171,14,7.6
2023,July,7,Asian,Male,25-34,High School,Healthcare,375,364,11,3.1
2023,July,7,Asian,Male,25-34,High School,Finance,374,361,13,3.6
2023,July,7,Asian,Male,25-34,High School,Technology,380,369,11,2.9
2023,July,7,Asian,Male,25-34,High School,Education,381,369,12,3.4
2023,July,7,Asian,Male,25-34,High School,Retail,372,353,19,5.2
2023,July,7,Asian,Male,25-34,Some College,Healthcare,310,303,7,2.4
2023,July,7,Asian,Male,25-34,Some College,Finance,320,311,9,2.9
2023,July,7,Asian,Male,25-34,Some College,Technology,311,305,6,2.2
2023,July,7,Asian,Male,25-34,Some College,Education,306,298,8,2.7
2023,July,7,Asian,Male,25-34,Some College,Retail,321,309,12,4.0
2023,July,7,Asian,Male,25-34,Bachelor's+,Healthcare,372,367,5,1.5
2023,July,7,Asian,Male,25-34,Bachelor's+,Finance,373,367,6,1.8
2023,July,7,Asian,Male,25-34,Bachelor's+,Technology,368,364,4,1.3
2023,July,7,Asian,Male,25-34,Bachelor's+,Education,373,368,5,1.5
2023,July,7,Asian,Male,25-34,Bachelor's+,Retail,381,373,8,2.1
2023,July,7,Asian,Male,35-44,Less than High School,Healthcare,183,177,6,3.8
2023,July,7,Asian,Male,35-44,Less than High School,Finance,183,176,7,4.2
2023,July,7,Asian,Male,35-44,Less than High School,Technology,179,174,5,3.2
2023,July,7,Asian,Male,35-44,Less than High School,Education,177,171,6,3.8
2023,July,7,Asian,Male,35-44,Less than High School,Retail,184,173,11,6.0
2023,July,7,Asian,Male,35-44,High School,Healthcare,350,341,9,2.7
2023,July,7,Asian,Male,35-44,High School,Finance,355,345,10,3.0
2023,July,7,Asian,Male,35-44,High School,Technology,358,351,7,2.2
2023,July,7,Asian,Male,35-44,High School,Education,358,349,9,2.7
2023,July,7,Asian,Male,35-44,High School,Retail,355,340,15,4.4
2023,July,7,Asian,Male,35-44,Some College,Healthcare,297,291,6,2.1
2023,July,7,Asian,Male,35-44,Some College,Finance,296,289,7,2.4
2023,July,7,Asian,Male,35-44,Some College,Technology,301,296,5,1.8
2023,July,7,Asian,Male,35-44,Some College,Education,295,290,5,2.0
2023,July,7,Asian,Male,35-44,Some College,Retail,308,298,10,3.4
2023,July,7,Asian,Male,35-44,Bachelor's+,Healthcare,356,352,4,1.2
2023,July,7,Asian,Male,35-44,Bachelor's+,Finance,349,345,4,1.3
2023,July,7,Asian,Male,35-44,Bachelor's+,Technology,366,362,4,1.1
2023,July,7,Asian,Male,35-44,Bachelor's+,Education,364,361,3,1.0
2023,July,7,Asian,Male,35-44,Bachelor's+,Retail,366,359,7,2.0
2023,July,7,Asian,Male,45-54,Less than High School,Healthcare,173,167,6,3.5
2023,July,7,Asian,Male,45-54,Less than High School,Finance,170,164,6,3.9
2023,July,7,Asian,Male,45-54,Less than High School,Technology,168,164,4,2.9
2023,July,7,Asian,Male,45-54,Less than High School,Education,175,169,6,3.7
2023,July,7,Asian,Male,45-54,Less than High School,Retail,174,165,9,5.5
2023,July,7,Asian,Male,45-54,High School,Healthcare,339,331,8,2.6
2023,July,7,Asian,Male,45-54,High School,Finance,348,339,9,2.6
2023,July,7,Asian,Male,45-54,High School,Technology,333,326,7,2.3
2023,July,7,Asian,Male,45-54,High School,Education,352,344,8,2.4
2023,July,7,Asian,Male,45-54,High School,Retail,341,329,12,3.8
2023,July,7,Asian,Male,45-54,Some College,Healthcare,280,275,5,1.9
2023,July,7,Asian,Male,45-54,Some College,Finance,281,276,5,2.1
2023,July,7,Asian,Male,45-54,Some College,Technology,281,276,5,1.8
2023,July,7,Asian,Male,45-54,Some College,Education,279,274,5,1.9
2023,July,7,Asian,Male,45-54,Some College,Retail,288,279,9,3.2
2023,July,7,Asian,Male,45-54,Bachelor's+,Healthcare,348,345,3,1.0
2023,July,7,Asian,Male,45-54,Bachelor's+,Finance,334,331,3,1.1
2023,July,7,Asian,Male,45-54,Bachelor's+,Technology,347,344,3,1.0
2023,July,7,Asian,Male,45-54,Bachelor's+,Education,341,337,4,1.2
2023,July,7,Asian,Male,45-54,Bachelor's+,Retail,350,345,5,1.5
2023,July,7,Asian,Male,55+,Less than High School,Healthcare,176,171,5,3.3
2023,July,7,Asian,Male,55+,Less than High School,Finance,183,177,6,3.7
2023,July,7,Asian,Male,55+,Less than High School,Technology,181,177,4,2.7
2023,July,7,Asian,Male,55+,Less than High School,Education,178,172,6,3.4
2023,July,7,Asian,Male,55+,Less than High School,Retail,175,166,9,5.3
2023,July,7,Asian,Male,55+,High School,Healthcare,353,346,7,2.2
2023,July,7,Asian,Male,55+,High School,Finance,363,354,9,2.5
2023,July,7,Asian,Male,55+,High School,Technology,355,348,7,2.0
2023,July,7,Asian,Male,55+,High School,Education,370,362,8,2.3
2023,July,7,Asian,Male,55+,High School,Retail,359,346,13,3.7
2023,July,7,Asian,Male,55+,Some College,Healthcare,300,295,5,1.9
2023,July,7,Asian,Male,55+,Some College,Finance,291,286,5,1.9
2023,July,7,Asian,Male,55+,Some College,Technology,298,294,4,1.6
2023,July,7,Asian,Male,55+,Some College,Education,301,296,5,1.8
2023,July,7,Asian,Male,55+,Some College,Retail,295,288,7,2.7
2023,July,7,Asian,Male,55+,Bachelor's+,Healthcare,358,354,4,1.2
2023,July,7,Asian,Male,55+,Bachelor's+,Finance,357,354,3,1.0
2023,July,7,Asian,Male,55+,Bachelor's+,Technology,363,360,3,1.0
2023,July,7,Asian,Male,55+,Bachelor's+,Education,367,364,3,1.0
2023,July,7,Asian,Male,55+,Bachelor's+,Retail,351,345,6,1.8
2023,July,7,Asian,Female,20-24,Less than High School,Healthcare,89,82,7,8.8
2023,July,7,Asian,Female,20-24,Less than High School,Finance,85,77,8,10.0
2023,July,7,Asian,Female,20-24,Less than High School,Technology,87,81,6,7.7
2023,July,7,Asian,Female,20-24,Less than High School,Education,88,80,8,9.5
2023,July,7,Asian,Female,20-24,Less than High School,Retail,85,73,12,14.5
2023,July,7,Asian,Female,20-24,High School,Healthcare,171,161,10,6.4
2023,July,7,Asian,Female,20-24,High School,Finance,172,160,12,7.0
2023,July,7,Asian,Female,20-24,High School,Technology,172,163,9,5.3
2023,July,7,Asian,Female,20-24,High School,Education,173,162,11,6.7
2023,July,7,Asian,Female,20-24,High School,Retail,176,159,17,10.0
2023,July,7,Asian,Female,20-24,Some College,Healthcare,147,140,7,5.0
2023,July,7,Asian,Female,20-24,Some College,Finance,143,136,7,5.5
2023,July,7,Asian,Female,20-24,Some College,Technology,143,137,6,4.4
2023,July,7,Asian,Female,20-24,Some College,Education,145,138,7,5.3
2023,July,7,Asian,Female,20-24,Some College,Retail,149,137,12,8.1
2023,July,7,Asian,Female,20-24,Bachelor's+,Healthcare,170,166,4,2.5
2023,July,7,Asian,Female,20-24,Bachelor's+,Finance,172,167,5,3.1
2023,July,7,Asian,Female,20-24,Bachelor's+,Technology,170,166,4,2.4
2023,July,7,Asian,Female,20-24,Bachelor's+,Education,170,166,4,2.9
2023,July,7,Asian,Female,20-24,Bachelor's+,Retail,179,172,7,4.3
2023,July,7,Asian,Female,25-34,Less than High School,Healthcare,173,165,8,4.8
2023,July,7,Asian,Female,25-34,Less than High School,Finance,177,168,9,5.4
2023,July,7,Asian,Female,25-34,Less than High School,Technology,176,169,7,4.3
2023,July,7,Asian,Female,25-34,Less than High School,Education,173,164,9,5.3
2023,July,7,Asian,Female,25-34,Less than High School,Retail,173,160,13,8.0
2023,July,7,Asian,Female,25-34,High School,Healthcare,357,345,12,3.4
2023,July,7,Asian,Female,25-34,High School,Finance,348,335,13,4.0
2023,July,7,Asian,Female,25-34,High School,Technology,345,335,10,3.1
2023,July,7,Asian,Female,25-34,High School,Education,340,328,12,3.7
2023,July,7,Asian,Female,25-34,High School,Retail,342,323,19,5.7
2023,July,7,Asian,Female,25-34,Some College,Healthcare,294,286,8,2.8
2023,July,7,Asian,Female,25-34,Some College,Finance,286,278,8,3.1
2023,July,7,Asian,Female,25-34,Some College,Technology,298,291,7,2.4
2023,July,7,Asian,Female,25-34,Some College,Education,294,285,9,3.1
2023,July,7,Asian,Female,25-34,Some College,Retail,284,271,13,4.6
2023,July,7,Asian,Female,25-34,Bachelor's+,Healthcare,355,350,5,1.5
2023,July,7,Asian,Female,25-34,Bachelor's+,Finance,346,341,5,1.5
2023,July,7,Asian,Female,25-34,Bachelor's+,Technology,339,335,4,1.2
2023,July,7,Asian,Female,25-34,Bachelor's+,Education,344,338,6,1.8
2023,July,7,Asian,Female,25-34,Bachelor's+,Retail,352,344,8,2.3
2023,July,7,Asian,Female,35-44,Less than High School,Healthcare,164,158,6,4.0
2023,July,7,Asian,Female,35-44,Less than High School,Finance,166,159,7,4.3
2023,July,7,Asian,Female,35-44,Less than High School,Technology,164,159,5,3.3
2023,July,7,Asian,Female,35-44,Less than High School,Education,163,157,6,4.2
2023,July,7,Asian,Female,35-44,Less than High School,Retail,170,159,11,6.5
2023,July,7,Asian,Female,35-44,High School,Healthcare,339,330,9,2.7
2023,July,7,Asian,Female,35-44,High School,Finance,334,323,11,3.3
2023,July,7,Asian,Female,35-44,High School,Technology,335,327,8,2.4
2023,July,7,Asian,Female,35-44,High School,Education,327,318,9,2.9
2023,July,7,Asian,Female,35-44,High School,Retail,335,320,15,4.5
2023,July,7,Asian,Female,35-44,Some College,Healthcare,271,266,5,2.0
2023,July,7,Asian,Female,35-44,Some College,Finance,273,267,6,2.5
2023,July,7,Asian,Female,35-44,Some College,Technology,270,266,4,1.8
2023,July,7,Asian,Female,35-44,Some College,Education,278,272,6,2.4
2023,July,7,Asian,Female,35-44,Some College,Retail,274,264,10,3.7
2023,July,7,Asian,Female,35-44,Bachelor's+,Healthcare,334,330,4,1.3
2023,July,7,Asian,Female,35-44,Bachelor's+,Finance,338,334,4,1.3
2023,July,7,Asian,Female,35-44,Bachelor's+,Technology,336,332,4,1.2
2023,July,7,Asian,Female,35-44,Bachelor's+,Education,326,322,4,1.3
2023,July,7,Asian,Female,35-44,Bachelor's+,Retail,342,336,6,2.0
2023,July,7,Asian,Female,45-54,Less than High School,Healthcare,161,156,5,3.6
2023,July,7,Asian,Female,45-54,Less than High School,Finance,155,149,6,4.0
2023,July,7,Asian,Female,45-54,Less than High School,Technology,156,151,5,3.4
2023,July,7,Asian,Female,45-54,Less than High School,Education,154,148,6,4.1
2023,July,7,Asian,Female,45-54,Less than High School,Retail,157,148,9,6.0
2023,July,7,Asian,Female,45-54,High School,Healthcare,313,305,8,2.7
2023,July,7,Asian,Female,45-54,High School,Finance,309,301,8,2.9
2023,July,7,Asian,Female,45-54,High School,Technology,314,307,7,2.3
2023,July,7,Asian,Female,45-54,High School,Education,316,308,8,2.7
2023,July,7,Asian,Female,45-54,High School,Retail,317,304,13,4.2
2023,July,7,Asian,Female,45-54,Some College,Healthcare,270,265,5,2.1
2023,July,7,Asian,Female,45-54,Some College,Finance,271,265,6,2.4
2023,July,7,Asian,Female,45-54,Some College,Technology,269,264,5,2.0
2023,July,7,Asian,Female,45-54,Some College,Education,269,263,6,2.3
2023,July,7,Asian,Female,45-54,Some College,Retail,263,255,8,3.3
2023,July,7,Asian,Female,45-54,Bachelor's+,Healthcare,320,317,3,1.2
2023,July,7,Asian,Female,45-54,Bachelor's+,Finance,315,311,4,1.3
2023,July,7,Asian,Female,45-54,Bachelor's+,Technology,307,304,3,1.0
2023,July,7,Asian,Female,45-54,Bachelor's+,Education,316,313,3,1.1
2023,July,7,Asian,Female,45-54,Bachelor's+,Retail,321,315,6,1.9
2023,July,7,Asian,Female,55+,Less than High School,Healthcare,166,161,5,3.4
2023,July,7,Asian,Female,55+,Less than High School,Finance,170,164,6,4.1
2023,July,7,Asian,Female,55+,Less than High School,Technology,163,159,4,3.0
2023,July,7,Asian,Female,55+,Less than High School,Education,161,155,6,3.8
2023,July,7,Asian,Female,55+,Less than High School,Retail,166,157,9,5.6
2023,July,7,Asian,Female,55+,High School,Healthcare,328,321,7,2.2
2023,July,7,Asian,Female,55+,High School,Finance,330,322,8,2.6
2023,July,7,Asian,Female,55+,High School,Technology,341,335,6,2.0
2023,July,7,Asian,Female,55+,High School,Education,323,315,8,2.6
2023,July,7,Asian,Female,55+,High School,Retail,332,320,12,3.9
2023,July,7,Asian,Female,55+,Some College,Healthcare,280,276,4,1.7
2023,July,7,Asian,Female,55+,Some College,Finance,279,274,5,2.0
2023,July,7,Asian,Female,55+,Some College,Technology,282,277,5,1.9
2023,July,7,Asian,Female,55+,Some College,Education,284,278,6,2.2
2023,July,7,Asian,Female,55+,Some College,Retail,279,270,9,3.3
2023,July,7,Asian,Female,55+,Bachelor's+,Healthcare,332,329,3,1.0
2023,July,7,Asian,Female,55+,Bachelor's+,Finance,337,333,4,1.3
2023,July,7,Asian,Female,55+,Bachelor's+,Technology,323,320,3,1.0
2023,July,7,Asian,Female,55+,Bachelor's+,Education,340,337,3,1.0
2023,July,7,Asian,Female,55+,Bachelor's+,Retail,337,332,5,1.6
2023,July,7,Hispanic,Male,20-24,Less than High School,Healthcare,268,236,32,12.0
2023,July,7,Hispanic,Male,20-24,Less than High School,Finance,280,243,37,13.3
2023,July,7,Hispanic,Male,20-24,Less than High School,Technology,276,248,28,10.2
2023,July,7,Hispanic,Male,20-24,Less than High School,Education,267,234,33,12.4
2023,July,7,Hispanic,Male,20-24,Less than High School,Retail,282,228,54,19.2
2023,July,7,Hispanic,Male,20-24,High School,Healthcare,552,508,44,8.1
2023,July,7,Hispanic,Male,20-24,High School,Finance,560,510,50,9.1
2023,July,7,Hispanic,Male,20-24,High School,Technology,543,503,40,7.4
2023,July,7,Hispanic,Male,20-24,High School,Education,562,512,50,8.9
2023,July,7,Hispanic,Male,20-24,High School,Retail,563,487,76,13.5
2023,July,7,Hispanic,Male,20-24,Some College,Healthcare,469,439,30,6.5
2023,July,7,Hispanic,Male,20-24,Some College,Finance,466,432,34,7.3
2023,July,7,Hispanic,Male,20-24,Some College,Technology,445,420,25,5.8
2023,July,7,Hispanic,Male,20-24,Some College,Education,457,426,31,7.0
2023,July,7,Hispanic,Male,20-24,Some College,Retail,446,399,47,10.6
2023,July,7,Hispanic,Male,20-24,Bachelor's+,Healthcare,541,523,18,3.5
2023,July,7,Hispanic,Male,20-24,Bachelor's+,Finance,549,528,21,3.9
2023,July,7,Hispanic,Male,20-24,Bachelor's+,Technology,557,541,16,3.0
2023,July,7,Hispanic,Male,20-24,Bachelor's+,Education,532,512,20,3.9
2023,July,7,Hispanic,Male,20-24,Bachelor's+,Retail,544,513,31,5.7
2023,July,7,Hispanic,Male,25-34,Less than High School,Healthcare,551,516,35,6.5
2023,July,7,Hispanic,Male,25-34,Less than High School,Finance,551,510,41,7.5
2023,July,7,Hispanic,Male,25-34,Less than High School,Technology,536,506,30,5.7
2023,July,7,Hispanic,Male,25-34,Less than High School,Education,556,519,37,6.8
2023,July,7,Hispanic,Male,25-34,Less than High School,Retail,552,495,57,10.5
2023,July,7,Hispanic,Male,25-34,High School,Healthcare,1115,1062,53,4.8
2023,July,7,Hispanic,Male,25-34,High School,Finance,1079,1022,57,5.3
2023,July,7,Hispanic,Male,25-34,High School,Technology,1070,1028,42,4.0
2023,July,7,Hispanic,Male,25-34,High School,Education,1081,1027,54,5.0
2023,July,7,Hispanic,Male,25-34,High School,Retail,1107,1023,84,7.6
2023,July,7,Hispanic,Male,25-34,Some College,Healthcare,898,864,34,3.8
2023,July,7,Hispanic,Male,25-34,Some College,Finance,895,858,37,4.2
2023,July,7,Hispanic,Male,25-34,Some College,Technology,926,899,27,3.0
2023,July,7,Hispanic,Male,25-34,Some College,Education,895,862,33,3.7
2023,July,7,Hispanic,Male,25-34,Some College,Retail,900,848,52,5.8
2023,July,7,Hispanic,Male,25-34,Bachelor's+,Healthcare,1123,1103,20,1.8
2023,July,7,Hispanic,Male,25-34,Bachelor's+,Finance,1084,1062,22,2.1
2023,July,7,Hispanic,Male,25-34,Bachelor's+,Technology,1082,1063,19,1.8
2023,July,7,Hispanic,Male,25-34,Bachelor's+,Education,1103,1080,23,2.1
2023,July,7,Hispanic,Male,25-34,Bachelor's+,Retail,1107,1073,34,3.1
2023,July,7,Hispanic,Male,35-44,Less than High School,Healthcare,528,501,27,5.2
2023,July,7,Hispanic,Male,35-44,Less than High School,Finance,509,479,30,6.0
2023,July,7,Hispanic,Male,35-44,Less than High School,Technology,520,496,24,4.7
2023,July,7,Hispanic,Male,35-44,Less than High School,Education,515,487,28,5.6
2023,July,7,Hispanic,Male,35-44,Less than High School,Retail,519,475,44,8.6
2023,July,7,Hispanic,Male,35-44,High School,Healthcare,1066,1026,40,3.8
2023,July,7,Hispanic,Male,35-44,High School,Finance,1060,1018,42,4.0
2023,July,7,Hispanic,Male,35-44,High School,Technology,1069,1035,34,3.2
2023,July,7,Hispanic,Male,35-44,High School,Education,1022,982,40,4.0
2023,July,7,Hispanic,Male,35-44,High School,Retail,1033,970,63,6.1
2023,July,7,Hispanic,Male,35-44,Some College,Healthcare,849,825,24,2.9
2023,July,7,Hispanic,Male,35-44,Some College,Finance,881,854,27,3.1
2023,July,7,Hispanic,Male,35-44,Some College,Technology,854,834,20,2.4
2023,July,7,Hispanic,Male,35-44,Some College,Education,866,840,26,3.1
2023,July,7,Hispanic,Male,35-44,Some College,Retail,878,838,40,4.6
2023,July,7,Hispanic,Male,35-44,Bachelor's+,Healthcare,1060,1046,14,1.4
2023,July,7,Hispanic,Male,35-44,Bachelor's+,Finance,1071,1052,19,1.8
2023,July,7,Hispanic,Male,35-44,Bachelor's+,Technology,1043,1031,12,1.2
2023,July,7,Hispanic,Male,35-44,Bachelor's+,Education,1057,1041,16,1.6
2023,July,7,Hispanic,Male,35-44,Bachelor's+,Retail,1074,1049,25,2.4
2023,July,7,Hispanic,Male,45-54,Less than High School,Healthcare,498,475,23,4.8
2023,July,7,Hispanic,Male,45-54,Less than High School,Finance,484,458,26,5.4
2023,July,7,Hispanic,Male,45-54,Less than High School,Technology,497,476,21,4.4
2023,July,7,Hispanic,Male,45-54,Less than High School,Education,497,471,26,5.3
2023,July,7,Hispanic,Male,45-54,Less than High School,Retail,509,469,40,8.0
2023,July,7,Hispanic,Male,45-54,High School,Healthcare,990,958,32,3.3
2023,July,7,Hispanic,Male,45-54,High School,Finance,1009,971,38,3.8
2023,July,7,Hispanic,Male,45-54,High School,Technology,1026,997,29,2.9
2023,July,7,Hispanic,Male,45-54,High School,Education,1014,976,38,3.8
2023,July,7,Hispanic,Male,45-54,High School,Retail,998,941,57,5.8
2023,July,7,Hispanic,Male,45-54,Some College,Healthcare,845,823,22,2.7
2023,July,7,Hispanic,Male,45-54,Some College,Finance,827,801,26,3.2
2023,July,7,Hispanic,Male,45-54,Some College,Technology,832,814,18,2.2
2023,July,7,Hispanic,Male,45-54,Some College,Education,851,826,25,3.0
2023,July,7,Hispanic,Male,45-54,Some College,Retail,854,815,39,4.6
2023,July,7,Hispanic,Male,45-54,Bachelor's+,Healthcare,1026,1012,14,1.4
2023,July,7,Hispanic,Male,45-54,Bachelor's+,Finance,976,959,17,1.8
2023,July,7,Hispanic,Male,45-54,Bachelor's+,Technology,1025,1013,12,1.2
2023,July,7,Hispanic,Male,45-54,Bachelor's+,Education,986,969,17,1.8
2023,July,7,Hispanic,Male,45-54,Bachelor's+,Retail,1016,991,25,2.5
2023,July,7,Hispanic,Male,55+,Less than High School,Healthcare,513,490,23,4.6
2023,July,7,Hispanic,Male,55+,Less than High School,Finance,513,488,25,5.0
2023,July,7,Hispanic,Male,55+,Less than High School,Technology,517,496,21,4.2
2023,July,7,Hispanic,Male,55+,Less than High School,Education,515,491,24,4.7
2023,July,7,Hispanic,Male,55+,Less than High School,Retail,511,474,37,7.3
2023,July,7,Hispanic,Male,55+,High School,Healthcare,1059,1027,32,3.1
2023,July,7,Hispanic,Male,55+,High School,Finance,1040,1001,39,3.8
2023,July,7,Hispanic,Male,55+,High School,Technology,1038,1009,29,2.8
2023,July,7,Hispanic,Male,55+,High School,Education,1060,1024,36,3.4
2023,July,7,Hispanic,Male,55+,High School,Retail,1074,1018,56,5.3
2023,July,7,Hispanic,Male,55+,Some College,Healthcare,890,867,23,2.6
2023,July,7,Hispanic,Male,55+,Some College,Finance,887,862,25,2.9
2023,July,7,Hispanic,Male,55+,Some College,Technology,854,837,17,2.0
2023,July,7,Hispanic,Male,55+,Some College,Education,854,831,23,2.8
2023,July,7,Hispanic,Male,55+,Some College,Retail,894,857,37,4.2
2023,July,7,Hispanic,Male,55+,Bachelor's+,Healthcare,1062,1047,15,1.5
2023,July,7,Hispanic,Male,55+,Bachelor's+,Finance,1041,1026,15,1.5
2023,July,7,Hispanic,Male,55+,Bachelor's+,Technology,1047,1037,10,1.0
2023,July,7,Hispanic,Male,55+,Bachelor's+,Education,1053,1037,16,1.6
2023,July,7,Hispanic,Male,55+,Bachelor's+,Retail,1055,1033,22,2.1
2023,July,7,Hispanic,Female,20-24,Less than High School,Healthcare,251,218,33,13.4
2023,July,7,Hispanic,Female,20-24,Less than High School,Finance,258,220,38,14.8
2023,July,7,Hispanic,Female,20-24,Less than High School,Technology,257,228,29,11.6
2023,July,7,Hispanic,Female,20-24,Less than High School,Education,255,219,36,14.2
2023,July,7,Hispanic,Female,20-24,Less than High School,Retail,248,195,53,21.4
2023,July,7,Hispanic,Female,20-24,High School,Healthcare,504,458,46,9.2
2023,July,7,Hispanic,Female,20-24,High School,Finance,511,458,53,10.4
2023,July,7,Hispanic,Female,20-24,High School,Technology,500,460,40,8.1
2023,July,7,Hispanic,Female,20-24,High School,Education,516,466,50,9.8
2023,July,7,Hispanic,Female,20-24,High School,Retail,520,443,77,14.9
2023,July,7,Hispanic,Female,20-24,Some College,Healthcare,413,383,30,7.3
2023,July,7,Hispanic,Female,20-24,Some College,Finance,430,395,35,8.3
2023,July,7,Hispanic,Female,20-24,Some College,Technology,411,385,26,6.4
2023,July,7,Hispanic,Female,20-24,Some College,Education,412,380,32,7.8
2023,July,7,Hispanic,Female,20-24,Some College,Retail,430,379,51,12.0
2023,July,7,Hispanic,Female,20-24,Bachelor's+,Healthcare,501,482,19,3.8
2023,July,7,Hispanic,Female,20-24,Bachelor's+,Finance,503,481,22,4.5
2023,July,7,Hispanic,Female,20-24,Bachelor's+,Technology,506,489,17,3.5
2023,July,7,Hispanic,Female,20-24,Bachelor's+,Education,503,481,22,4.4
2023,July,7,Hispanic,Female,20-24,Bachelor's+,Retail,500,467,33,6.6
2023,July,7,Hispanic,Female,25-34,Less than High School,Healthcare,510,473,37,7.3
2023,July,7,Hispanic,Female,25-34,Less than High School,Finance,516,474,42,8.3
2023,July,7,Hispanic,Female,25-34,Less than High School,Technology,503,471,32,6.4
2023,July,7,Hispanic,Female,25-34,Less than High School,Education,501,462,39,7.8
2023,July,7,Hispanic,Female,25-34,Less than High School,Retail,502,442,60,12.0
2023,July,7,Hispanic,Female,25-34,High School,Healthcare,1043,988,55,5.3
2023,July,7,Hispanic,Female,25-34,High School,Finance,1006,948,58,5.8
2023,July,7,Hispanic,Female,25-34,High School,Technology,992,947,45,4.6
2023,July,7,Hispanic,Female,25-34,High School,Education,1040,984,56,5.4
2023,July,7,Hispanic,Female,25-34,High School,Retail,995,912,83,8.4
2023,July,7,Hispanic,Female,25-34,Some College,Healthcare,856,821,35,4.2
2023,July,7,Hispanic,Female,25-34,Some College,Finance,821,785,36,4.5
2023,July,7,Hispanic,Female,25-34,Some College,Technology,825,797,28,3.5
2023,July,7,Hispanic,Female,25-34,Some College,Education,838,802,36,4.3
2023,July,7,Hispanic,Female,25-34,Some College,Retail,854,797,57,6.7
2023,July,7,Hispanic,Female,25-34,Bachelor's+,Healthcare,1003,982,21,2.1
2023,July,7,Hispanic,Female,25-34,Bachelor's+,Finance,1033,1009,24,2.4
2023,July,7,Hispanic,Female,25-34,Bachelor's+,Technology,994,976,18,1.9
2023,July,7,Hispanic,Female,25-34,Bachelor's+,Education,984,962,22,2.3
2023,July,7,Hispanic,Female,25-34,Bachelor's+,Retail,1022,987,35,3.5
2023,July,7,Hispanic,Female,35-44,Less than High School,Healthcare,479,451,28,5.9
2023,July,7,Hispanic,Female,35-44,Less than High School,Finance,490,459,31,6.4
2023,July,7,Hispanic,Female,35-44,Less than High School,Technology,471,447,24,5.1
2023,July,7,Hispanic,Female,35-44,Less than High School,Education,490,461,29,6.1
2023,July,7,Hispanic,Female,35-44,Less than High School,Retail,481,435,46,9.6
2023,July,7,Hispanic,Female,35-44,High School,Healthcare,995,956,39,4.0
2023,July,7,Hispanic,Female,35-44,High School,Finance,952,908,44,4.7
2023,July,7,Hispanic,Female,35-44,High School,Technology,987,951,36,3.7
2023,July,7,Hispanic,Female,35-44,High School,Education,969,926,43,4.5
2023,July,7,Hispanic,Female,35-44,High School,Retail,943,880,63,6.7
2023,July,7,Hispanic,Female,35-44,Some College,Healthcare,789,764,25,3.2
2023,July,7,Hispanic,Female,35-44,Some College,Finance,813,783,30,3.8
2023,July,7,Hispanic,Female,35-44,Some College,Technology,800,776,24,3.0
